analysis_id,news_id,strike_title,question,answer,sources,confidence,analyzed_at
1433,143,Statewide e-challan protest disrupts Pune; strike called off after govt intervention | Hindustan Times - Hindustan Times,What are past resolutions for strikes in Pune?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.55
- resolution_logs_2023.txt (resolution_log) | similarity: 0.52
- resolution_logs_2023.txt (resolution_log) | similarity: 0.52","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.5474904037853724, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.5167826047368429, ""chunk_id"": ""resolution_logs_2023.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.516243093487445, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5020785851651319, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4999616771509161, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.5474904037853724,2026-08-21T10:14:33.033759
1432,143,Statewide e-challan protest disrupts Pune; strike called off after govt intervention | Hindustan Times - Hindustan Times,What is the SLA for handling general strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- sla_2024.txt (sla) | similarity: 0.48","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.48930467309257336, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4873795961015247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.47748854221553994, ""chunk_id"": ""sla_2024.txt_6""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4611289540398576, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.46112614035655747, ""chunk_id"": ""sla_2024.txt_0""}]",0.48930467309257336,2026-08-21T10:14:32.977546
1431,144,Risk Analysis: Indefinite Statewide Transport Strike in Maharashtra (05 March) - MitKat Advisory Services Pvt Ltd,What is the standard operating procedure for HIGH severity strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.48
- resolution_logs_2023.txt (resolution_log) | similarity: 0.45
- resolution_logs_2023.txt (resolution_log) | similarity: 0.45","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4835572476911066, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44990710745929247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44865891301055055, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4481229986038038, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.439997834788487, ""chunk_id"": ""sla_2024.txt_2""}]",0.4835572476911066,2026-08-21T10:14:32.932375
1430,144,Risk Analysis: Indefinite Statewide Transport Strike in Maharashtra (05 March) - MitKat Advisory Services Pvt Ltd,What are past resolutions for strikes in National/Unknown?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.47","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4926471805980144, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48647575945436083, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.46839213216321957, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4571512278318433, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.45468642136337933, ""chunk_id"": ""resolution_logs_2023.txt_0""}]",0.4926471805980144,2026-08-21T10:14:32.865716
1429,144,Risk Analysis: Indefinite Statewide Transport Strike in Maharashtra (05 March) - MitKat Advisory Services Pvt Ltd,What is the SLA for handling general strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- sla_2024.txt (sla) | similarity: 0.48","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.48930467309257336, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4873795961015247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.47748854221553994, ""chunk_id"": ""sla_2024.txt_6""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4611289540398576, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.46112614035655747, ""chunk_id"": ""sla_2024.txt_0""}]",0.48930467309257336,2026-08-21T10:14:32.795830
1428,145,"Transporters Warn Of Indefinite Strike From March 5 Against Taxes, Tolls & E-Challan Rules - ETV Bharat",What is the standard operating procedure for HIGH severity strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.48
- resolution_logs_2023.txt (resolution_log) | similarity: 0.45
- resolution_logs_2023.txt (resolution_log) | similarity: 0.45","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4835572476911066, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44990710745929247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44865891301055055, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4481229986038038, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.439997834788487, ""chunk_id"": ""sla_2024.txt_2""}]",0.4835572476911066,2026-08-21T10:14:32.738865
1427,145,"Transporters Warn Of Indefinite Strike From March 5 Against Taxes, Tolls & E-Challan Rules - ETV Bharat",What are past resolutions for strikes in National/Unknown?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.47","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4926471805980144, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48647575945436083, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.46839213216321957, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4571512278318433, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.45468642136337933, ""chunk_id"": ""resolution_logs_2023.txt_0""}]",0.4926471805980144,2026-08-21T10:14:32.683721
1426,145,"Transporters Warn Of Indefinite Strike From March 5 Against Taxes, Tolls & E-Challan Rules - ETV Bharat",What is the SLA for handling general strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- sla_2024.txt (sla) | similarity: 0.48","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.48930467309257336, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4873795961015247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.47748854221553994, ""chunk_id"": ""sla_2024.txt_6""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4611289540398576, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.46112614035655747, ""chunk_id"": ""sla_2024.txt_0""}]",0.48930467309257336,2026-08-21T10:14:32.659924
1425,146,"Trade hit by diesel shortage, Kutch industry threatens stir - The Times of India",What is the standard operating procedure for LOW severity strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.48
- sla_2024.txt (sla) | similarity: 0.45
- kedb_2024.txt (kedb) | similarity: 0.44","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.47944563001665363, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.4518044233660749, ""chunk_id"": ""sla_2024.txt_3""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4448440515143832, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4441707084612941, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44157164106933444, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.47944563001665363,2026-08-21T10:14:32.598574
1424,146,"Trade hit by diesel shortage, Kutch industry threatens stir - The Times of India",What are past resolutions for strikes in National/Unknown?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.47","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4926471805980144, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48647575945436083, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.46839213216321957, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4571512278318433, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.45468642136337933, ""chunk_id"": ""resolution_logs_2023.txt_0""}]",0.4926471805980144,2026-08-21T10:14:32.546127
1423,146,"Trade hit by diesel shortage, Kutch industry threatens stir - The Times of India",What is the SLA for handling general strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- sla_2024.txt (sla) | similarity: 0.48","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.48930467309257336, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4873795961015247, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.47748854221553994, ""chunk_id"": ""sla_2024.txt_6""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.4611289540398576, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.46112614035655747, ""chunk_id"": ""sla_2024.txt_0""}]",0.48930467309257336,2026-08-21T10:14:32.503734
1422,147,"Ola, Uber, Rapido strike today: No cabs available? Commuters brace for travel disruptions amid ‘All India Breakdown’ - livemint.com",What is the standard operating procedure for LOW severity strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.48
- sla_2024.txt (sla) | similarity: 0.45
- kedb_2024.txt (kedb) | similarity: 0.44","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.47944563001665363, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.4518044233660749, ""chunk_id"": ""sla_2024.txt_3""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4448440515143832, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4441707084612941, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44157164106933444, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.47944563001665363,2026-08-21T10:14:32.454944
1421,147,"Ola, Uber, Rapido strike today: No cabs available? Commuters brace for travel disruptions amid ‘All India Breakdown’ - livemint.com",What are past resolutions for strikes in National/Unknown?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.47","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4926471805980144, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48647575945436083, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.46839213216321957, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4571512278318433, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.45468642136337933, ""chunk_id"": ""resolution_logs_2023.txt_0""}]",0.4926471805980144,2026-08-21T10:14:32.377260
1420,147,"Ola, Uber, Rapido strike today: No cabs available? Commuters brace for travel disruptions amid ‘All India Breakdown’ - livemint.com",What is the SLA for handling taxi strikes?,"Based on sop_strike_response.txt:

: ACTIVATE BACKUP TRANSPORT
□ Check KEDB for known workarounds
□ Activate pre-signed MOU with backup operators
□ Coordinate with metro/rail for increased frequency
□ Deploy app-based cab emergency agreements
□ Arrange government transport for essential services

STEP 5: MONITOR AND UPDATE
□ Check situation every 2 hours (P1/P2)
□ Check situation every 4 hours (P3/P4)
□ Update stakeholders at each check
□ Document all actions in resolution log
□ Track SLA compliance timers

STEP 6: ESCALATION TRI...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.51
- sop_strike_response.txt (sop) | similarity: 0.51
- sop_strike_response.txt (sop) | similarity: 0.50","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5110562428172194, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5086669338369183, ""chunk_id"": ""sop_strike_response.txt_1""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5010422242918282, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.4894820339036852, ""chunk_id"": ""sla_2024.txt_0""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.47266425949167595, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.5110562428172194,2026-08-21T10:14:32.297222
1419,148,"Sleeper bus services between MP & Rajasthan suspended: 10,000 daily passengers affected as 7,000 buses rema... - Bhaskar English",What is the standard operating procedure for LOW severity strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.48
- sla_2024.txt (sla) | similarity: 0.45
- kedb_2024.txt (kedb) | similarity: 0.44","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.47944563001665363, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.4518044233660749, ""chunk_id"": ""sla_2024.txt_3""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4448440515143832, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.4441707084612941, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.44157164106933444, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.47944563001665363,2026-08-21T10:14:32.217500
1418,148,"Sleeper bus services between MP & Rajasthan suspended: 10,000 daily passengers affected as 7,000 buses rema... - Bhaskar English",What are past resolutions for strikes in National/Unknown?,"Based on kedb_2024.txt:

 2022: 1-day strike, resolved via negotiation

═══════════════════════════════════════════════════════
KEDB-002 | Truck Strike - National
═══════════════════════════════════════════════════════
Error ID        : KEDB-002
Category        : Truck/Lorry Strike
Affected Cities : All major cities
Trigger         : Fuel price hike, toll disputes, new regulations
Frequency       : 1-2 times per year
Typical Duration: 3-7 days
Priority Level  : P1

Root Cause:
All India Motor Transport Congress (AIMTC) ...

Top sources:
- kedb_2024.txt (kedb) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.49
- resolution_logs_2023.txt (resolution_log) | similarity: 0.47","[{""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4926471805980144, ""chunk_id"": ""kedb_2024.txt_3""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48647575945436083, ""chunk_id"": ""resolution_logs_2023.txt_7""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.46839213216321957, ""chunk_id"": ""resolution_logs_2023.txt_6""}, {""filename"": ""kedb_2024.txt"", ""category"": ""kedb"", ""similarity"": 0.4571512278318433, ""chunk_id"": ""kedb_2024.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.45468642136337933, ""chunk_id"": ""resolution_logs_2023.txt_0""}]",0.4926471805980144,2026-08-21T10:14:32.121955
1417,148,"Sleeper bus services between MP & Rajasthan suspended: 10,000 daily passengers affected as 7,000 buses rema... - Bhaskar English",What is the SLA for handling bus strikes?,"Based on sop_strike_response.txt:

STANDARD OPERATING PROCEDURE
TRANSPORT STRIKE RESPONSE
Version 1.3 | India Transport Monitoring System

SOP-001: IMMEDIATE RESPONSE TO TRANSPORT STRIKE

TRIGGER: Strike news detected OR strike confirmed

STEP 1: VERIFY (0-15 minutes)
□ Check official union/government sources
□ Cross-verify with 2+ news sources
□ Confirm affected cities and routes
□ Assess number of vehicles/workers involved
□ Determine if political or economic cause

STEP 2: CLASSIFY PRIORITY (15-30 minutes)
□ Apply SLA priority...

Top sources:
- sop_strike_response.txt (sop) | similarity: 0.54
- sla_2024.txt (sla) | similarity: 0.52
- sop_strike_response.txt (sop) | similarity: 0.51","[{""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5372010714809236, ""chunk_id"": ""sop_strike_response.txt_0""}, {""filename"": ""sla_2024.txt"", ""category"": ""sla"", ""similarity"": 0.5173465032920785, ""chunk_id"": ""sla_2024.txt_0""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5052698177465208, ""chunk_id"": ""sop_strike_response.txt_1""}, {""filename"": ""sop_strike_response.txt"", ""category"": ""sop"", ""similarity"": 0.5020493476105787, ""chunk_id"": ""sop_strike_response.txt_2""}, {""filename"": ""resolution_logs_2023.txt"", ""category"": ""resolution_log"", ""similarity"": 0.48996125334546037, ""chunk_id"": ""resolution_logs_2023.txt_6""}]",0.5372010714809236,2026-08-21T10:14:32.026641
